,sentence,label
239,Unter den folgenden Voraussetzungen können Sie die Einschränkung der Verarbeitung der Sie betreffenden personenbeziehbaren Daten verlangen:,None
240,"

(1) wenn Sie die Richtigkeit der Sie betreffenden personenbeziehbaren Daten für eine Dauer bestreiten, die es dem Verantwortlichen ermöglicht, die Richtigkeit der personenbeziehbaren Daten zu überprüfen;",None
241,"

(2) die Verarbeitung unrechtmäßig ist und Sie die Löschung der personenbeziehbaren Daten ablehnen und stattdessen die Einschränkung der Nutzung der personenbeziehbaren Daten verlangen;",None
242,"

(3) der Verantwortliche die personenbeziehbaren Daten für die Zwecke der Verarbeitung nicht länger benötigt, Sie diese jedoch zur Geltendmachung, Ausübung oder Verteidigung von Rechtsansprüchen benötigen, oder

(4) wenn Sie Widerspruch gegen die Verarbeitung gemäß Art. 21 Abs. 1 DS-GVO eingelegt haben und noch nicht feststeht, ob die berechtigten Gründe des Verantwortlichen gegenüber Ihren Gründen überwiegen.",None
243,"

Wurde die Verarbeitung der Sie betreffenden personenbeziehbaren Daten eingeschränkt, dürfen diese Daten – von ihrer Speicherung abgesehen – nur mit Ihrer Einwilligung oder zur Geltendmachung, Ausübung oder Verteidigung von Rechtsansprüchen oder zum Schutz der Rechte einer anderen natürlichen oder juristischen Person oder aus Gründen eines wichtigen öffentlichen Interesses der Union oder eines Mitgliedstaats verarbeitet werden.",None
244,"

Wurde die Einschränkung der Verarbeitung nach den o.g. Voraussetzungen eingeschränkt, werden Sie von dem Verantwortlichen unterrichtet bevor die Einschränkung aufgehoben wird.",None
245,4. Recht auf Löschung,Right to Deletion
246,"

a) Löschungspflicht",Right to Deletion
247,"Sie können von dem Verantwortlichen verlangen, dass die Sie betreffenden personenbeziehbaren Daten unverzüglich gelöscht werden, und der Verantwortliche ist verpflichtet, diese Daten unverzüglich zu löschen, sofern einer der folgenden Gründe zutrifft:",None
248,"Die Sie betreffenden personenbeziehbaren Daten sind für die Zwecke, für die sie erhoben oder auf sonstige Weise verarbeitet wurden, nicht mehr notwendig.",None
249,"Sie widerrufen Ihre Einwilligung, auf die sich die Verarbeitung gem. Art. 6 Abs. 1 lit.",None
250,a oder Art. 9 Abs. 2 lit.,None
251,"DS-GVO stützte, und es fehlt an einer anderweitigen Rechtsgrundlage für die Verarbeitung.",None
252,Sie legen gem. Art.,None
253,21 Abs. 1,None
254,DS-GVO,None
255,"Widerspruch gegen die Verarbeitung ein und es liegen keine vorrangigen berechtigten Gründe für die Verarbeitung vor, oder Sie legen gem. Art.",None
256,21 Abs. 2,None
257,DS-GVO,None
258,Widerspruch gegen die Verarbeitung ein.,None
259,Die Sie betreffenden personenbeziehbaren Daten wurden unrechtmäßig verarbeitet.,None
260,"Die Löschung der Sie betreffenden personenbeziehbaren Daten ist zur Erfüllung einer rechtlichen Verpflichtung nach dem Unionsrecht oder dem Recht der Mitgliedstaaten erforderlich, dem der Verantwortliche unterliegt.",None
261,Die Sie betreffenden personenbeziehbaren Daten wurden in Bezug auf angebotene Dienste der Informationsgesellschaft gemäß Art. 8 Abs. 1,None
262,DS-GVO erhoben.,None
263,"Information an Dritte

Hat der Verantwortliche die Sie betreffenden personenbeziehbaren Daten öffentlich gemacht und ist er gem. Art.",None
264,17 Abs. 1,None
265,"DS-GVO zu deren Löschung verpflichtet, so trifft er unter Berücksichtigung der verfügbaren Technologie und der Implementierungskosten angemessene Maßnahmen, auch technischer Art, um für die Datenverarbeitung Verantwortliche, die die personenbeziehbaren Daten verarbeiten, darüber zu informieren, dass Sie als betroffene Person von ihnen die Löschung aller Links zu diesen personenbeziehbaren Daten oder von Kopien oder Replikationen dieser personenbeziehbaren Daten verlangt haben.",None
266,"

c) Ausnahmen

",None
267,"Das Recht auf Löschung besteht nicht, soweit die Verarbeitung erforderlich ist

(1) zur Ausübung des Rechts auf freie Meinungsäußerung und Information;",None
268,"

(2) zur Erfüllung einer rechtlichen Verpflichtung, die die Verarbeitung nach dem Recht der Union oder der Mitgliedstaaten, dem der Verantwortliche unterliegt, erfordert, oder zur Wahrnehmung einer Aufgabe, die im öffentlichen Interesse liegt oder in Ausübung öffentlicher Gewalt erfolgt, die dem Verantwortlichen übertragen wurde;",None
269,"

(3) aus Gründen des öffentlichen Interesses im Bereich der öffentlichen Gesundheit gemäß Art. 9 Abs. 2 lit.",None
270,h) und i) sowie Art.,None
271,9 Abs. 3,None
272,DS-GVO;,None
273,"

(4) für im öffentlichen Interesse liegende Archivzwecke, wissenschaftliche oder historische Forschungszwecke oder für statistische Zwecke gem. Art.",None
274,89 Abs. 1,None
275,"DS-GVO, soweit das unter Abschnitt a) genannte Recht voraussichtlich die Verwirklichung der Ziele dieser Verarbeitung unmöglich macht oder ernsthaft beeinträchtigt, oder

(5) zur Geltendmachung, Ausübung oder Verteidigung von Rechtsansprüchen.",None
276,"

5. Recht auf Unterrichtung",None
277,"

Haben Sie das Recht auf Berichtigung, Löschung oder Einschränkung der Verarbeitung gegenüber dem Verantwortlichen geltend gemacht, ist dieser verpflichtet, allen Empfängern, denen die Sie betreffenden personenbeziehbaren Daten offengelegt wurden, diese Berichtigung oder Löschung der Daten oder Einschränkung der Verarbeitung mitzuteilen, es sei denn, dies erweist sich als unmöglich oder ist mit einem unverhältnismäßigen Aufwand verbunden.",None
278,"Ihnen steht gegenüber dem Verantwortlichen das Recht zu, über diese Empfänger unterrichtet zu werden.",None
279,"

6. Recht auf Datenübertragbarkeit",Right to Data Portability
280,"

Sie haben das Recht, die Sie betreffenden personenbeziehbaren Daten, die Sie dem Verantwortlichen bereitgestellt haben, in einem strukturierten, gängigen und maschinenlesbaren Format zu erhalten.",Right to Data Portability
281,"Außerdem haben Sie das Recht diese Daten einem anderen Verantwortlichen ohne Behinderung durch den Verantwortlichen, dem die personenbeziehbaren Daten bereitgestellt wurden, zu übermitteln, sofern

(1) die Verarbeitung auf einer Einwilligung gem. Art. 6 Abs. 1 lit.",None
282,DS-GVO oder Art. 9 Abs. 2 lit.,None
283,DS-GVO oder auf einem Vertrag gem. Art. 6 Abs. 1 lit.,None
284,"DS-GVO beruht und

(2) die Verarbeitung mithilfe automatisierter Verfahren erfolgt.",None
285,"In Ausübung dieses Rechts haben Sie ferner das Recht, zu erwirken, dass die Sie betreffenden personenbeziehbaren Daten direkt von einem Verantwortlichen einem anderen Verantwortlichen übermittelt werden, soweit dies technisch machbar ist.",None
286,Freiheiten und Rechte anderer Personen dürfen hierdurch nicht beeinträchtigt werden.,None
287,"Das Recht auf Datenübertragbarkeit gilt nicht für eine Verarbeitung personenbeziehbarer Daten, die für die Wahrnehmung einer Aufgabe erforderlich ist, die im öffentlichen Interesse liegt oder in Ausübung öffentlicher Gewalt erfolgt, die dem Verantwortlichen übertragen wurde.",None
288,7. Widerspruchsrecht,Right to Withdraw Consent
289,"

Sie haben das Recht, aus Gründen, die sich aus ihrer besonderen Situation ergeben, jederzeit gegen die Verarbeitung der Sie betreffenden personenbeziehbaren Daten, die aufgrund von Art. 6 Abs. 1 lit.",Right to Withdraw Consent
290,"DS-GVO erfolgt, Widerspruch einzulegen;",None
291,dies gilt auch für ein auf diese Bestimmungen gestütztes Profiling.,None
292,"Der Verantwortliche verarbeitet die Sie betreffenden personenbeziehbaren Daten nicht mehr, es sei denn, er kann zwingende schutzwürdige Gründe für die Verarbeitung nachweisen, die Ihre Interessen, Rechte und Freiheiten überwiegen, oder die Verarbeitung dient der Geltendmachung, Ausübung oder Verteidigung von Rechtsansprüchen.",None
293,"

Werden die Sie betreffenden personenbeziehbaren Daten verarbeitet, um Direktwerbung zu betreiben, haben Sie das Recht, jederzeit Widerspruch gegen die Verarbeitung der Sie betreffenden personenbeziehbaren Daten zum Zwecke derartiger Werbung einzulegen;",None
294,"dies gilt auch für das Profiling, soweit es mit solcher Direktwerbung in Verbindung steht.",None
295,"

Widersprechen Sie der Verarbeitung für Zwecke der Direktwerbung, so werden die Sie betreffenden personenbeziehbaren Daten nicht mehr für diese Zwecke verarbeitet.",None
296,"Sie haben die Möglichkeit, im Zusammenhang mit der Nutzung von Diensten der Informationsgesellschaft – ungeachtet der Richtlinie 2002/58/EG – Ihr Widerspruchsrecht mittels automatisierter Verfahren auszuüben, bei denen technische Spezifikationen verwendet werden.",None
297,"

8. Recht auf Widerruf der datenschutzrechtlichen Einwilligungserklärung

",None
298,"Sie haben das Recht, Ihre datenschutzrechtliche Einwilligungserklärung jederzeit zu widerrufen.",None
299,Durch den Widerruf der Einwilligung wird die Rechtmäßigkeit der aufgrund der Einwilligung bis zum Widerruf erfolgten Verarbeitung nicht berührt.,None
300,"

9. Automatisierte Entscheidung im Einzelfall einschließlich Profiling",None
301,"Sie haben das Recht, nicht einer ausschließlich auf einer automatisierten Verarbeitung – einschließlich Profiling – beruhenden Entscheidung unterworfen zu werden, die Ihnen gegenüber rechtliche Wirkung entfaltet oder Sie in ähnlicher Weise erheblich beeinträchtigt.",None
302,"Dies gilt nicht, wenn die Entscheidung

(1) für den Abschluss oder die Erfüllung eines Vertrags zwischen Ihnen und dem Verantwortlichen erforderlich ist,

(2) aufgrund von Rechtsvorschriften der Union oder der Mitgliedstaaten, denen der Verantwortliche unterliegt, zulässig ist und diese Rechtsvorschriften angemessene Maßnahmen zur Wahrung Ihrer Rechte und Freiheiten sowie Ihrer berechtigten Interessen enthalten oder

(3) mit Ihrer ausdrücklichen Einwilligung erfolgt.",None
303,"

Allerdings dürfen diese Entscheidungen nicht auf besonderen Kategorien personenbezogener Daten nach Art. 9 Abs. 1 DS-GVO beruhen, sofern nicht Art. 9 Abs. 2 lit.",None
304,DS-GVO gilt und angemessene Maßnahmen zum Schutz der Rechte und Freiheiten sowie Ihrer berechtigten Interessen getroffen wurden.,None
305,"

Hinsichtlich der in (1) und (3) genannten Fälle trifft der Verantwortliche angemessene Maßnahmen, um die Rechte und Freiheiten sowie Ihre berechtigten Interessen zu wahren, wozu mindestens das Recht auf Erwirkung des Eingreifens einer Person seitens des Verantwortlichen, auf Darlegung des eigenen Standpunkts und auf Anfechtung der Entscheidung gehört.",None
306,"

10. Recht auf Beschwerde bei einer Aufsichtsbehörde",Right to Complain
307,"

Unbeschadet eines anderweitigen verwaltungsrechtlichen oder gerichtlichen Rechtsbehelfs steht Ihnen das Recht auf Beschwerde bei einer Aufsichtsbehörde, insbesondere in dem Mitgliedstaat ihres Aufenthaltsorts, ihres Arbeitsplatzes oder des Orts des mutmaßlichen Verstoßes, zu, wenn Sie der Ansicht sind, dass die Verarbeitung der Sie betreffenden personenbeziehbaren Daten gegen die DS-GVO verstößt.",Right to Complain
308,"Im Bundesland Niedersachsen ist dies die Dienststelle der Landesbeauftragten für den Datenschutz Niedersachsen, Barbara Thiel, Prinzenstraße 5, 30159 Hannover, Telefon 0511-120 4500, poststelle@lfd.niedersachsen.de.",None
309,"Die Aufsichtsbehörde, bei der die Beschwerde eingereicht wurde, unterrichtet den Beschwerdeführer über den Stand und die Ergebnisse der Beschwerde einschließlich der Möglichkeit eines gerichtlichen Rechtsbehelfs nach Art.",None
310,78 DS-GVO.,None
311,"

Stand: 18. März 2021
",None
312,"Datenschutzrichtlinie
",None
313,Der Schutz Ihrer Privatsphäre ist wichtig für die Fresenius Medical Care AG & Co. KGaA („wir“).,None
314,"Der Schutz Ihrer Privatsphäre bei der Verarbeitung Ihrer personenbezogenen Daten ist ein wichtiges Anliegen, dem wir im Rahmen unserer Geschäftsprozesse besondere Aufmerksamkeit schenken.",None
315,"

Diese Datenschutzrichtlinie beschreibt, welche personenbezogenen Daten wir auf der Webseite oder in der Anwendung („Seite“), von der Sie auf diese Richtlinie zugreifen, zu Ihrer Person erfassen, wie diese personenbezogenen Daten verwendet und weitergegeben werden, wie sie geschützt werden und welche Auswahlmöglichkeiten Ihnen im Hinblick auf diese Daten zur Verfügung stehen.",None
316,"Wir empfehlen Ihnen, unsere Datenschutzrichtlinie zu prüfen und auf die verfügbaren Links zu klicken, wenn Sie weitere Informationen zu einem bestimmten Thema wünschen.",None
317,"

Erfassung von Daten
„Personenbezogene Daten“ sind Daten, die Sie als natürliche Person identifizieren oder die sich auf eine identifizierbare natürliche Person beziehen.",None
318,"Wir erfassen personenbezogene Daten auf verschiedene Weise, beispielsweise durch Registrierungen, Anträge, Umfragen, Kontaktformulare, in Verbindung mit Ihren Anfragen sowie automatisch, wenn Sie unsere Seite durchsuchen.",None
319,"Wir können grundlegende personenbezogene Daten anfordern, wenn Sie eine Seite nutzen.",None
320,"Personenbezogene Daten, die wir ggf. anfordern, sind beispielsweise Name, bevorzugte Sprache, Kontaktangaben (wie etwa Postanschrift, Telefonnummern, E-Mail-Adresse), Interessen, Informationen zum Fachgebiet und zur Zugehörigkeit für medizinisches Fachpersonal.",None
321,"

Wir können die von Ihnen vorgelegten personenbezogenen Daten mit anderen Daten zusammenführen, die wir von Ihnen online oder offline erfasst haben.",None
322,"Wir können sie auch mit Daten zusammenführen, die wir aus den folgenden sonstigen Quellen zu Ihrer Person erhalten haben: beispielsweise öffentlich zugängliche Datenbanken, Social-Media-Plattformen und andere Drittquellen.",None
323,"Sie werden informiert, welche personenbezogenen Daten erforderlich sind und welche personenbezogenen Daten optional sind.",None
324,"Wenn Sie gebeten werden, personenbezogene Daten vorzulegen, können Sie dies ablehnen.",None
325,"Wenn Sie sich jedoch entscheiden, Daten, die wir für die Bereitstellung der angeforderten Leistungen benötigen, nicht vorzulegen, sind wir eventuell nicht in der Lage, diese Leistungen für Sie bereitzustellen.",None
326,"

Wenn Sie uns personenbezogene Daten vorlegen, die sich auf eine andere natürliche Person beziehen, erklären Sie, dass Sie befugt sind, diese Daten vorzulegen und uns die Verwendung der Daten gemäß dieser Datenschutzrichtlinie zu genehmigen.",None
327,"

Sensible personenbezogene Daten
",None
328,"Sofern wir solche Daten nicht ausdrücklich anfordern oder erbitten, empfehlen wir, dass Sie uns keine sensiblen personenbezogenen Daten, wie durch geltendes Recht definiert (z. B. Sozialversicherungsnummern, Kreditkartennummer, Reisepassnummer, Angaben zur Rasse oder ethnischen Herkunft, politische Einstellung, Religion oder Weltanschauung, Gesundheit, Sexualleben oder sexuelle Orientierung, strafrechtlicher Hintergrund, Mitgliedschaft in einer Gewerkschaft oder biometrische oder genetische Daten zum Zwecke der eindeutigen Identifizierung einer natürlichen Person), zusenden oder auf der oder über die Seite oder in anderer Weise an uns weitergeben.",None
329,"

Nutzung durch Minderjährige
",None
330,"Die Seite richtet sich nicht an natürliche Personen unter 16 Jahren, und wir bitten darum, dass diese natürlichen Personen keine personenbezogenen Daten über die Seite bereitstellen.",None
331,"Wenn Ihr Kind personenbezogene Daten übermittelt hat und Sie die Entfernung solcher personenbezogenen Daten beantragen möchten, setzen Sie sich bitte mit uns in Verbindung, wie nachfolgend unter „Kontakt“ erläutert.",None
