,sentence,label
1280,"

If you wish to switch off some or all of the advertising cookies set on your computer, you can find further information on the following website:    

Network Advertising Initative (NAI)

Reference to address matching technology

Use of Deutsche Post AG’s address matching technology – your right to object",None
1281,"

Our website uses Deutsche Post AG’s address matching technology to determine statistical parameters and to form target groups for advertising purposes (offline and online).",None
1282,"For this measurement, your stored delivery or billing address is assigned by a commissioned service provider to an anonymous microcell of Deutsche Post",None
1283,"Direkt GmbH (Ø 6.6 households), and this code is stored in encrypted form with another service provider (address matching).",None
1284,"

The legal basis for this use of the address, in shared responsibility between us and",None
1285,The address is deleted at the service provider’s end immediately after matching.,None
1286,It is therefore the website operator who is responsible for this initial processing step – the use of the stored address for the purpose of matching it against the microcell database.,None
1287,The same applies to the pixelization of the website described below and the forwarding of a user’s request to Deutsche Post AG for subsequent labeling using a cookie.,None
1288,"

If you have given your consent, after you have accessed our website, an inquiry from the device used by you is initiated on a server operated by a service provider commissioned by Deutsche Post AG, which stores two cookies on the PC or other device used by you.",None
1289,This consent also includes the authorization to subsequently read the cookies stored by Deutsche Post AG and sync them with other providers’ cookies (cookie syncing a.k.a.,None
1290,cookie matching).,None
1291,"To this end, a third-party provider’s cookie ID stored on your device is forwarded to Deutsche Post AG, assigned to the cookie ID issued by the latter and used to implement the purposes mentioned.",None
1292,"As the website operator, we document the consent given on our website and provide it to",None
1293,"

The cookies are used to help record you as a visitor to a website participating in the measurement.",None
1294,This information is then aggregated on the basis of the abovementioned anonymous microcell of Deutsche Post,None
1295,GmbH and can therefore no longer be assigned to your person.,None
1296,"

The consent required includes the purposes listed below:

Measurement of access to websites I have visited that are participating in Deutsche Post AG’s Consentric procedure, for anonymous inclusion in statistics;",None
